log_id,vehicle_id,location_name,timestamp,camera_id
VML-00326,V011,Shrivardhan Apartments Lane,2026-04-05 09:28:00,CAM-14
VML-00327,V006,Ghatpimpri Toll Plaza Lane 5,2026-04-05 09:35:23,CAM-05
VML-00328,V011,Purana Peth Crossing,2026-04-05 09:43:28,CAM-03
VML-00329,V013,Ambika Bypass Km-31,2026-04-05 14:30:57,CAM-10
VML-00330,V011,Shrivardhan Apartments Lane,2026-04-05 19:15:00,CAM-14
VML-00331,V020,Ambika Bypass Km-14,2026-04-05 19:53:57,CAM-09
VML-00332,V012,Nandanvan Cold Storage Gate,2026-04-05 19:56:32,CAM-07
VML-00333,V007,Nandanvan Industrial Belt Junction,2026-04-05 23:41:08,CAM-08
VML-00334,V005,Kaveri Depot Yard Gate,2026-04-06 04:50:48,CAM-06
VML-00335,V011,Shrivardhan Apartments Lane,2026-04-06 09:15:00,CAM-14
VML-00336,V007,Nandanvan Industrial Belt Junction,2026-04-06 11:11:06,CAM-08
VML-00337,V009,Purana Peth Crossing,2026-04-06 17:35:11,CAM-03
VML-00338,V011,Shrivardhan Apartments Lane,2026-04-06 19:29:00,CAM-14
VML-00339,V016,Ambika Bypass Km-14,2026-04-07 01:02:10,CAM-09
VML-00340,V007,Old Airport Cargo Road,2026-04-07 06:31:49,CAM-12
VML-00341,V005,Vashisht Market Entry Gate,2026-04-07 07:58:12,CAM-02
VML-00342,V011,Shrivardhan Apartments Lane,2026-04-07 09:33:00,CAM-14
VML-00343,V007,Nandanvan Cold Storage Gate,2026-04-07 10:49:03,CAM-07
VML-00344,V004,Ambika Bypass Km-14,2026-04-07 14:16:17,CAM-09
VML-00345,V006,Tilakwadi Signal,2026-04-07 15:25:48,CAM-01
VML-00346,V010,Shrivardhan Apartments Lane,2026-04-07 16:48:00,CAM-14
VML-00347,V012,Ambika Bypass Km-31,2026-04-07 18:11:29,CAM-10
VML-00348,V011,Shrivardhan Apartments Lane,2026-04-07 19:39:00,CAM-14
VML-00349,V001,Ghatpimpri Toll Plaza Lane 2,2026-04-07 19:42:00,CAM-04
VML-00350,V001,Nandanvan Industrial Belt Junction,2026-04-07 20:33:00,CAM-08
VML-00351,V002,Kaveri Depot Yard Gate,2026-04-07 20:55:00,CAM-06
VML-00352,V001,Nandanvan Cold Storage Gate,2026-04-07 21:08:00,CAM-07
VML-00353,V002,Nandanvan Industrial Belt Junction,2026-04-07 21:19:00,CAM-08
VML-00354,V001,Nandanvan Cold Storage Gate,2026-04-07 21:44:00,CAM-07
VML-00355,V004,Tilakwadi Signal,2026-04-07 22:16:39,CAM-01
VML-00356,V001,Ambika Bypass Km-14,2026-04-07 22:31:00,CAM-09
VML-00357,V001,Rewa Gate Check Post,2026-04-08 00:14:00,CAM-11
VML-00358,V017,Purana Peth Crossing,2026-04-08 03:21:51,CAM-03
VML-00359,V004,Ambika Bypass Km-14,2026-04-08 09:01:33,CAM-09
VML-00360,V011,Shrivardhan Apartments Lane,2026-04-08 09:13:00,CAM-14
VML-00361,V018,Ambika Bypass Km-31,2026-04-08 17:34:36,CAM-10
VML-00362,V011,Shrivardhan Apartments Lane,2026-04-08 19:36:00,CAM-14
VML-00363,V008,Nandanvan Cold Storage Gate,2026-04-09 02:26:17,CAM-07
VML-00364,V011,Shrivardhan Apartments Lane,2026-04-09 09:18:00,CAM-14
VML-00365,V018,Purana Peth Crossing,2026-04-09 12:16:28,CAM-03
VML-00366,V005,Devgiri Colony Entry,2026-04-09 13:23:33,CAM-13
VML-00367,V011,Shrivardhan Apartments Lane,2026-04-09 19:40:00,CAM-14
VML-00368,V011,Ghatpimpri Toll Plaza Lane 5,2026-04-10 02:25:57,CAM-05
VML-00369,V008,Devgiri Colony Entry,2026-04-10 10:29:55,CAM-13
VML-00370,V017,Purana Peth Crossing,2026-04-10 13:21:40,CAM-03
VML-00371,V007,Rewa Gate Check Post,2026-04-10 15:49:11,CAM-11
VML-00372,V003,Ghatpimpri Toll Plaza Lane 2,2026-04-10 22:52:25,CAM-04
VML-00373,V011,Nandanvan Cold Storage Gate,2026-04-10 22:54:11,CAM-07
VML-00374,V012,Ghatpimpri Toll Plaza Lane 2,2026-04-10 23:05:06,CAM-04
VML-00375,V020,Ghatpimpri Toll Plaza Lane 5,2026-04-11 02:52:18,CAM-05
VML-00376,V018,Devgiri Colony Entry,2026-04-11 10:47:01,CAM-13
VML-00377,V017,Vashisht Market Entry Gate,2026-04-11 11:10:17,CAM-02
VML-00378,V020,Vashisht Market Entry Gate,2026-04-11 21:42:28,CAM-02
VML-00379,V005,Devgiri Colony Entry,2026-04-11 22:29:12,CAM-13
VML-00380,V005,Devgiri Colony Entry,2026-04-12 00:36:03,CAM-13
VML-00381,V009,Vashisht Market Entry Gate,2026-04-12 07:59:27,CAM-02
VML-00382,V015,Ambika Bypass Km-31,2026-04-12 11:45:22,CAM-10
VML-00383,V014,Purana Peth Crossing,2026-04-12 19:45:37,CAM-03
